r cabinet lighting																											
Penguin ELT					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (without CD/CD-ROM)	ISBN B (with CD/CD-ROM)	ISBN C (?)	ISBN D (?)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
PGR4	Penguin	Godfather, The	Puzo, Mario	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	14,792 		A	72	Y	7		Contemporary	teen, adult	9781405882194	9781405879590				2008	2008	Y	
PGR4	Penguin	Goldman Sachs	Lisa Endlich	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	20,000 		E		Y	7		-	teen, adult	9780582343696	-				2008	2008	N	
PGR4	Penguin	Gone with the Wind - Part One	Mitchell, Margaret	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	15,804 		A	80	Y	7		Classic	teen, adult	9781405882200	9781405879613				2008	2008	Y	
PGR4	Penguin	Gone with the Wind - Part Two	Mitchell, Margaret	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	15,809 		A	80	Y	7		Classic	teen, adult	9781405882217	9781405879606				2008	2008	Y	
PGR4	Penguin	House of Stairs, The	Vine, Barbara	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	14,374 		A	72	Y	7		Contemporary	teen, adult	9781405882224	9781405879620				2008	2008	Y	
PGR4	Penguin	Inventions that Changed the World	Maule, David	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	15,423 		A	72	Y	7		Original	teen, adult	9781405882231	9781405879637				2008	2008	Y	
PGR4	Penguin	Kalahari Typing School for Men, The	Alexander McCall Smith	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	20,359 		A	88	Y	7		Contemporary	teen, adult	9781405892131	9781408294451				2008	2008	Y	LLLA Finalst 2010
PGR4	Penguin	King Solomon's Mines	Rider Haggard, H	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	17,950 		A	88	Y	7		Classic	teen, adult	9781405865135	9781405879644				2008	2008	Y	
PGR4	Penguin	Knife Edge	Malorie Blackman	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	19,543 		A	78	N	7		Contemporary	teen, adult	9781408291382	9781447938088				2013	2013	Y	
PGR4	Penguin	Locked Room and Other Horror Stories, The	James, M. R.	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	13,489 		A	72	N	7		Classic	teen, adult	9781405882248	9781405879651				2008	2008	Y	
PGR4	Penguin	Lorna Doone	Blackmore, R D	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	11,305 		A	88	Y	7		Classic	teen, adult	9781405865142	9781405879668				2008	2008	Y	
PGR4	Penguin	Lost World: Jurassic Park	Crichton, Michael	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	13,546 		A	80	Y	7		Contemporary	teen, adult	9781405882255	9781405879675				2008	2008	Y	
PGR4	Penguin	Love Actually	Curtis, Richard	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	13,673 		A	72	Y	7		Contemporary	teen, adult	9781405882262	9781405879682				2008	2008	Y	
PGR4	Penguin	Macbeth	Shakespeare, William	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	20,752 		A	72	Y	7		Classic	teen, adult	9781405862431	9781405879699				2008	2008	Y	
PGR4	Penguin	Management Gurus	David evans	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	15,000 		E		Y	7		-	teen, adult	9780582430464	-				2008	2008	N	
PGR4	Penguin	Merchant of Venice, The	Shakespeare, William	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	16,776 		A	88	N	7		Classic	teen, adult	9781405882279	9781405879705				2008	2008	Y	
PGR4	Penguin	Mill on the Floss, The	Ellot	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	9,900 		E		Y	7		-	teen, adult	9780582418103	-				2008	2008	N	
PGR4	Penguin	Mirror Crack'd from Side to Side, The	Christie, Agatha	Penguin Readers	4	1700	Upper Int. (H)	B1	4.5-5.0	20,135 		A	80	Y	7		Contemporary	teen, adult	9781408231685	9781408261309				2011	2011	Y	
PGR4	Penguin	Mosquito Coast, The	Theroux, Paul	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	12,853 		A	72	Y	7		Contemporary	teen, adult	9781405876643	9781405879712				2008	2008	Y	
PGR4	Penguin	Murder on the Orient Express	Agatha Christie	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	18,985 		A		S	7		Classic	teen, adult	9781405892148	9781408294390						Y	
PGR4	Penguin	Nicholas Nickleby	Dickens	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	18,600 		E		N	7		-	teen, adult	9780582829961	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	Oliver Twist	Blackmore	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.5	15,000 		E		Y	7		-	teen, adult	9780582426887	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	On the Beach	Shute, Nevil	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.5	32,655 		A	136	Y	7		Contemporary	teen, adult	9781405882286	9781405879729				2008	2008	Y	
PGR4	Penguin	Picture of Dorian Gray	Wilde, Oscar	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	16,326 		A	88	Y	7		Classic	teen, adult	9781405882293	9781405879736				2008	2008	Y	
PGR4	Penguin	Primary Colors		Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.1	12,000 		E		Y	7		-	teen, adult	9780582418301	-				2008	2008	N	
PGR4	Penguin	Red Pony, The	Steinback	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.2	13,800 		E		Y	7		-	teen, adult	9780582434738	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	Seven	Bruno, Anthony	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	11,376 		A	72	Y	7		Contemporary	teen, adult	9781405882309	9781405879743				2008	2008	Y	
PGR4	Penguin	Shakespeare - His Life and Plays	Fowler, Will S	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	14,766 		A	72	N	7		Original	teen, adult	9781405882316	9781405879750				2008	2008	Y	
PGR4	Penguin	Strangers on a Train	Highsmith, Patricia	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	11,810 		A	72	Y	7		Contemporary	teen, adult	9781405882323	9781405879767				2008	2008	Y	
PGR4	Penguin	Street Lawyer, The	Grisham	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	16,500 		E		Y	7		-	teen, adult	9780582434042	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	Teacher Man	McCourt, Franck	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	21,772 		A	88	Y	7		Contemporary	teen, adult	9781405882330	9781405879774				2008	2008	Y	
PGR4	Penguin	Tears of the Giraffe	McCall Smith, Alexander	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	19,978 		A	88	Y	7		-	teen, adult	9781405867771	9781408294444				2008	2008	N	
PGR4	Penguin	Three Adventures of Sherlock Holmes	Conan Doyle, Arthur C	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	15,431 		A	80	Y	7		Classic	teen, adult	9781405862424	9781405879781				2008	2008	Y	
PGR4	Penguin	Three Great Plays of Shakespeare		Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	16,000 		E		N	7		-	teen, adult	9780582426863	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	Time Machine, The	Wells, H. G.	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	21,527 		E	88	Y	7		Classic	teen, adult	9781405882347	9781405879798				2008	2008	Y	
PGR4	Penguin	Unbowed	Wangari Maathai	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	20,669 		A	78	N	7		Contemporary	teen, adult	9781408263822	9781408263938				2012	2012	Y	
PGR4	Penguin	Women in Business	Evans, David	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	13,558 		A	64	Y	7		Original	teen, adult	9781405882354	9781405879804				2008	2008	Y	
PGR5	Penguin	2001: A Space Odyssey	Clarke, Arthur C	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	24,861 		A	104	S	8		Contemporary	teen, adult	9781405882361	9781405879811				2008	2008	Y	
PGR5	Penguin	Airport	Arthur hailey	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	35,000 		E		N	8		-	teen, adult	9780582419254	-				2008	2008	N	
PGR5	Penguin	Baby Party and Other Stories, The	Fitzgerald	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	21,000 		E		Y	8		-	teen, adult	9780582417755	-				2008	2008	N	
PGR5	Penguin	Benetton	Jonathan Mantle	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	25,000 		E		Y	8		-	teen, adult	9780582342972	-				2008	2008	N	
PGR5	Penguin	Body, The	King, Stephen	Penguin Readers	5	2300	Upper Int. (H)	B2	5.0-5.5	20,921 		A	88	Y	8		Contemporary	teen, adult	9781405882378	No Audio CD				2008	2008	Y	
PGR5	Penguin	Bourne Supremacy, The	Ludlum, Robert	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	27,914 		A	96	Y	8		Contemporary	teen, adult	9781408231708	9781408261316				2011	2011	Y	
PGR5	Penguin	Brethren, The	Grisham, John	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26,444 		A	104	N	8		Contemporary	teen, adult	9781405882385	9781405879835				2008	2008	Y	
PGR5	Penguin	British and American Short Stories	Lawrence, D H	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	21,886 		A	88	Y	8		Contemporary	teen, adult	9781405882392	9781405879842				2008	2008	Y	
PGR5	Penguin	Citadel, The	Cronin, A J	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	36,725 		A	144	Y	8		Contemporary	teen, adult	9781405882408	No Audio CD				2008	2008	Y	
PGR5	Penguin	Classic Stories-Love	Rice,c.	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	23,000 		E		Y	8		-	teen, adult	9780582465787	-				2008	2008	N	
PGR5	Penguin	Cold Mountain	Frazier, Charles	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	29,693 		A	104	Y	8		Contemporary	teen, adult	9781405882415	9781405879866				2008	2008	Y	LLLA WINNER 2005
PGR5	Penguin	Death on the Nile	Christie, Agatha	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26,246 		A	104	N	8		Contemporary	teen, adult	9781405867795	9781405885515				2008	2008	Y	
PGR5	Penguin	Dr Zhivago	Pasternak, Boris	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	20,961 		A	120	N	8		Contemporary	teen, adult	9781405882422	9781405879873				2008	2008	Y	
PGR5	Penguin	Five People You Meet, The	Mitch Albom	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26,662 		A	96	N	8		Contemporary	teen, adult	9781408263877	9781408263945				2012	2012	Y	
PGR5	Penguin	Firm, The	Grisham, John	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	19,180 		A	96	Y	8		Contemporary	teen, adult	9781405882439	9781405879880				2008	2008	Y	
PGR5	Penguin	Four Weddings and a Funeral	Curtis, Richard	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	17,678 		A	88	Y	8		Contemporary	teen, adult	9781405882446	9781405879897				2008	2008	Y	
PGR5	Penguin	Grapes of Wrath, The	Steinbeck, John	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	23,821 		A	104	Y	8		Classic	teen, adult	9781405862516	9781405879903				2008	2008	Y	
PGR5	Penguin	Grass is Singing, The	Lessing	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	14,000 		E		Y	8		-	teen, adult	9780582417892	-				2008	2008	N	
PGR5	Penguin	Great Gatsby, The	F. Scott Fitzgerald	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	22,000 		E		Y	8		-	teen, adult	9781405879910	9781408276358				2008	2008	Y	
PGR5	Penguin	Heart of Darkness	Conrad, Joseph	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	29,207 		A	104	N	8		Classic	teen, adult	9781405882453	9781405879927				2008	2008	Y	
PGR5	Penguin	Hound of the Baskervilles, The	Conan Doyle, Arthur C	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	21,107 		A	88	Y	8		Classic	teen, adult	9781405862486	9781405879934				2008	2008	Y	
PGR5	Penguin	Invisible Man, The	Wells, H. G.	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	21,389 		A	96	Y	8		Classic	teen, adult	9781405862509	9781405879941				2008	2008	Y	
PGR5	Penguin	Jamaica Inn	Du Maurier, Daphne	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.5-6.0	40,084 		A	136	Y	8		Classic	teen, adult	9781405862578	9781405879958				2008	2008	Y	
PGR5	Penguin	Jane Eyre	Bronte, Charlotte	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.5-6.0	48,180 		A	176	Y	8		Classic	teen, adult	9781405865166	9781405879965				2008	2008	Y	
PGR5	Penguin	Jude the Obscure	Hardy	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	20,000 		E		Y	8		-	teen, adult	9780582418196	-				2008	2008	N	
PGR5	Penguin	Kolymysky Heights	Davidson	Penguin Readers	6	2,300 	Advanced (E)	C1	6.0-6.5	32,000 		E		N	8		-	teen, adult	9780582419483	-				2008	2008	N	
PGR5	Penguin	L. A. Confidential	Ellroy	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	35,000 		E		Y	8		-	teen, adult	9780582364738	-				2008	2008	N	
PGR5	Penguin	Mayor of Casterbridge, The	Hardy, Thomas	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26,110 		A	104	S	8		Classic	teen, adult	9781405862493	9781405879972				2008	2008	Y	
PGR5	Penguin	Middlemarch	George Eliot	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26,443 		A	92	N	8		Classic	teen, adult	9781408291405	9781447938095				2013	2013	Y	
PGR5	Penguin	Moneymaker, The	Gleeson,j.	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	28,200 		E		N	8		-	teen, adult	9780582453531	-				2008	2008	N	
PGR5	Penguin	Monkey	Chengen	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26900		E		Y	8		-	teen, adult	9780582501867	-				2008	2008	N	
PGR5	Penguin	More Tales from Shakespeare	Lamb, Charles/ Lamb Mary	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26,111 		A	104	Y	8		Classic	teen, adult	9781405862530	9781405879989				2008	2008	Y	
PGR5	Penguin	Murder is Announced, A	Christie, Agatha	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	27,262 		A	96	Y	8		Contemporary	teen, adult	9781408221129	9781408232125				2011	2011	Y	
PGR5	Penguin	On the Road	Kerouac, Jack	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	21,493 		A	88	Y	8		Contemporary	teen, adult	9781405882460	9781405879996				2008	2008	Y	
PGR5	Penguin	Outstanding Short Stories	Poe, Edgar A	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	31,152 		A	120	Y	8		Classic	teen, adult	9781405865197	9781405880008				2008	2008	Y	LLLA Finalist 2008, CD pack OP
PGR5	Penguin	Partner, The	Grisham, John	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	24,133 		A	104	Y	8		Contemporary	teen, adult	9781405882477	9781405880015				2008	2008	Y	
PGR5	Penguin	Pelican Brief, The	Grisham, John	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	17,577 		A	88	Y	8		Contemporary	teen, adult	9781405882484	9781405880022				2008	2008	Y	
PGR5	Penguin	Phantom of the Opera, The	Leroux, Gaston	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26,075 		A	104	Y	8		Classic	teen, adult	9781405865159	9781405880039				2008	2008	Y	
PGR5	Penguin	Pride and Prejudice	Austen, Jane	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.5-6.0	42,445 		A	152	Y	8		Classic	teen, adult	9781405862462	9781405880046				2008	2008	Y	
PGR5	Penguin	Prime Suspect	Plante	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	20,000 		E		Y	8		-	teen, adult	9780582417885	-				2008	2008	N	
PGR5	Penguin	Prisoner of Zenda, The	Hope, Anthony	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	25,056 		A	104	Y	8		Classic	teen, adult	9781405865203	9781405880053				2008	2008	Y	
PGR5	Penguin	Rainmaker, The	Grisham, John	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	24,633 		A	104	Y	8		Contemporary	teen, adult	9781405882491	9781405880060				2008	2008	Y	
PGR5	Penguin	Rebecca	Du Maurier, Daphne	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	33,709 		A	128	Y	8		Classic	teen, adult	9781405862479	9781405880077				2008	2008	Y	
PGR5	Penguin	Ripley's Game	Highsmith, Patricia	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	25,817 		A	104	N	8		Contemporary	teen, adult	9781405882507	9781408276525				2008	2008	Y	
PGR5	Penguin	Round the World in Eighty Days	Verne, Jules	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	35,572 		A	136	Y	8		Classic	teen, adult	9781405865180	9781405880091				2008	2008	Y	
PGR5	Penguin	Sherlock Holmes Short Stories	Conan Doyle, Arthur C	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	35,476 		A	136	N	8		Classic	teen, adult	9781405865234	9781405880107				2008	2008	Y	
PGR5	Penguin	Sons and Lovers	Lawrence, D H	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	18,734 		A	88	Y	8		Classic	teen, adult	9781405882514	9781405880114				2008	2008	Y	
PGR5	Penguin	Stories of Detection and Mystery	Christie, Agatha	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	34,891 		A	136	Y	8		Classic	teen, adult	9781405862554	9781405880121				2008	2008	Y	
PGR5	Penguin	Story of the Internet, The	Bryant, Stephen	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	19,784 		A	88	Y	8		Original	teen, adult	9781405882521	9781405880138				2008	2008	Y	
PGR5	Penguin	Strange Case of Dr Jekyll and Mr Hyde, The	Stevenson, Robert Louis	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	33,680 		A	88	N	8		Classic	teen, adult	9781405862455	9781405880145				2008	2008	Y	
PGR5	Penguin	Surgeon of Crowthorne, The	Winchester,S.	Penguin Readers	5	2300	Upper Int. (H)	B2	5.0-5.5	27,500 		E		Y	8		-	teen, adult	9780582435650	-				2008	2008	N	
PGR5	Penguin	Tale of Two Cities, A	Dickens, Charles	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.5-6.0	40,189 		A	152	N	8		Classic	teen, adult	9781405862561	9781405880152				2008	2008	Y	
PGR5	Penguin	Talented Mr Ripley, The	Highsmith, Patricia	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26,261 		A	104	Y	8		Contemporary	teen, adult	9781405882538	9781405880169				2008	2008	N	
PGR5	Penguin	Tales from Shakespeare	Lamb, Charles	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	28,012 		A	112	Y	8		Classic	teen, adult	9781405865227	9781405880176				2008	2008	Y	
PGR5	Penguin	Tales of Mystery and Imagination	Poe, Edgar A	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	33,740 		A	120	Y	8		Classic	teen, adult	9781405862547	9781405880183				2008	2008	Y	
PGR5	Penguin	Taste and Other Tales	Dahl, Roald	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	29,948 		A	120	Y	8		Contemporary	teen, adult	9781405882545	9781405880190				2008	2008	Y	
PGR5	Penguin	Time to Kill, A	Grisham, John	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	23,806 		A	104	Y	8		Classic	teen, adult	9781405882552	9781405880206				2008	2008	Y	
PGR5	Penguin	Twist in the Tale, A	Cameron	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5			E		Y	8		-	teen, adult	9780582418165	-				2008	2008	N	
PGR5	Penguin	War of the Worlds, The	Wells, H. G.	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	27,235 		A	104	Y	8		Classic	teen, adult	9781405865241	No Audio CD				2008	2008	Y	
PGR5	Penguin	Warden, The	Trollope	Penguin Readers	5	2300	Upper Int. (H)	B2	5.0-5.5	20,000 		E		Y	8		-	teen, adult	9780582418189	-				2008	2008	N	
PGR5	Penguin	Web	Wyndham, John	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	14,463 		A	72	Y	8		-	teen, adult	9781405882569	9781408276679				2008	2008	Y	
PGR5	Penguin	World Folk Tales		Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	26,667 		A	104	Y	8		Classic	teen, adult	9781405862523	9781405880237				2008	2008	Y	
PGR5	Penguin	Wuthering Heights	Bronte, Emily	Penguin Readers	5	2,300 	Upper Int. (H)	B2	5.0-5.5	46,304 		A	168	Y	8		Classic	teen, adult	9781405865210	9781405880244				2008	2008	Y	
PGR6	Penguin	Anna Karenina	Tolstoy, Leo	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	32,959 		A	120	Y	9		Classic	teen, adult	9781405865296	9781405880251				2008	2008	Y	
PGR6	Penguin	Barbarians at the Gate	Burrough & Helyar	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	30,000 		E		Y	9		-	teen, adult	9780582432581	-				2008	2008	N	
PGR6	Penguin	Beach, The	Garland, Alex	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	27,944 		A	112	Y	9		Contemporary	teen, adult	9781405882576	9781405880268				2008	2008	Y	
PGR6	Penguin	Bourne Ultimatum	Ludlum, Robert	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	29,851 		A	112	N	9		Contemporary	teen, adult	9781408263884	9781408263952				2012	2013	Y	
PGR6	Penguin	Brave New World	Huxley, Aldous	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	35,240 		A	136	N	9		Contemporary	teen, adult	9781405882583	9781405880275				2008	2008	Y	
PGR6	Penguin	Business @ the Speed of Thought	Gates, Bill	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	31,066 		A	120	Y	9		Contemporary	teen, adult	9781405882590	No Audio CD				2008	2008	Y	
PGR6	Penguin	Captain Corelli's Mandolin	De Bernieres, Louis	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	33,222 		A	120	Y	9		Contemporary	teen, adult	9781405882606	9781405880299				2008	2008	Y	LLLA WINNER 2004
PGR6	Penguin	Chamber, The	Grisham, John	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	29,239 		A	120	Y	9		Contemporary	teen, adult	9781405882613	9781405880305				2008	2008	Y	
PGR6	Penguin	Crime and Punishment	Dostoyevsky, Fyodor	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	32,748 		A	120	N	9		Classic	teen, adult	9781405882620	9781405880312				2008	2008	Y	
PGR6	Penguin	Cry, the Beloved Country	Paton, Alan	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	27,308 		A	112	N	9		Contemporary	teen, adult	9781405882637	9781408274200				2008	2008	Y	CD pack OP
PGR6	Penguin	Double Helix, The	Watson, James D	Penguin Readers	6	3,000 	Advanced (E)	C1	6.0-6.5	31,714 		A	120	Y	9		Contemporary	teen, adult	9781405882644	9781405880336				2008	2008	Y	
PGR6	Penguin	East of Eden	Steinbeck, John	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	30,902 		A	120	Y	9		Classic	teen, adult	9781405865265	9781405880343				2008	2008	Y	
PGR6	Penguin	Edge, The	Francis	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	22,000 		E		Y	9		-	teen, adult	9780582418202	-				2008	2008	N	
PGR6	Penguin	Great Expectations	Dickens, Charles	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	35,437 		A	128	Y	9		Classic	teen, adult	9781405865289	9781405880350				2008	2008	Y	
PGR6	Penguin	I Know Why the Caged Bird Sings	Angelou, Maya	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	33,055 		A	120	Y	9		Contemporary	teen, adult	9781405882651	9781405880367				2008	2008	Y	
PGR6	Penguin	King of Torts, The	Grisham, John	Penguin Readers	6	3000	Upper Int. (H)	B2	6.0-6.5	29,872 		A	112	N	9		Contemporary	teen, adult	9781408221143	9781408232132				2011	2011	Y	
PGR6	Penguin	Les Miserables	Hugo, Victor	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	30,142 		A	120	Y	9		Classic	teen, adult	9781405865272	9781405880374				2008	2008	Y	
PGR6	Penguin	Long Goodbye, The	Chandler	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	22,000 		E		Y	9		-	teen, adult	9780582418219	-				2008	2008	N	
PGR6	Penguin	Madame Bovary	Flaubert, Gustave	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	32,593 		A	120	Y	9		Classic	teen, adult	9781405865319	9781405880381				2008	2008	Y	
PGR6	Penguin	Man from the South and Other Stories, The	Dahl, Roald	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	31,438 		A	120	Y	9		Contemporary	teen, adult	9781405882668	9781405880398				2008	2008	Y	
PGR6	Penguin	Memoirs of a Geisha	Golden, Arthur	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	31,483 		A	120	Y	9		Contemporary	teen, adult	9781405882675	No Audio CD				2008	2008	Y	
PGR6	Penguin	Misery	King, Stephen	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	27,217 		A	112	Y	9		Contemporary	teen, adult	9781405876650	No Audio CD				2008	2008	Y	
PGR6	Penguin	Moonstone, The	Collins, Wilkie	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	29,704 		A	128	Y	9		Classic	teen, adult	9781405882682	9781405880428				2008	2008	Y	
PGR6	Penguin	North and South	Gaskell, Elizabeth	Penguin Readers	6	3000	Advanced (E)	C1	6.0-6.5	32,755 		A	120	Y	9		Classic	teen, adult	9781405867818	9781405885522				2008	2008	Y	
